title,address,phone,url,source_url,hours,id,rating,owners_count,reviews,description_status,description_text
Panos Q8 LU Steinfort,"46 Rte d'Arlon, 8410 Steinfort, Luxembourg",+352 52 39 50 80,https://www.panos.be/fr/winkel/q8-panos-corner-steinfort-23848,https://www.google.com/search?q=q8-panos-corner-steinfort-Route-D%27arlon,"{'mardi': '06:00–22:00', 'mercredi': '06:00–22:00', 'jeudi': '06:00–22:00', 'vendredi': '06:00–22:00', 'samedi': '06:00–22:00', 'dimanche': '06:00–22:00', 'lundi': '06:00–22:00'}",23848,"4,0",,2,NOK,
Panos Q8 LU Strassen,"Rte d'Arlon 44-46, 8008 Strassen, Luxembourg",+352 52 45 98 82,https://www.panos.be/fr/magasin/panos-q8-lu-strassen-23564,https://www.google.com/search?q=panos-q8-lu-strassen-Route-D%27arlon,"{'mardi': '06:00–22:00', 'mercredi': '06:00–22:00', 'jeudi': '06:00–22:00', 'vendredi': '06:00–22:00', 'samedi': '07:00–21:00', 'dimanche': '08:00–20:30', 'lundi': '06:00–22:00'}",23564,"4,1",,15,NOK,
Panos Q8 LU Vianden,"11 Rue de la Frontière, 9412 Vianden, Luxembourg",+352 84 93 61,https://www.panos.be/fr/magasin/panos-q8-lu-vianden-23740,https://www.google.com/search?q=panos-q8-lu-vianden-Rue-de-la-Fronti%E2%88%9A%C2%AEre,"{'mardi': '06:30–21:00', 'mercredi': '06:30–21:00', 'jeudi': '06:30–21:00', 'vendredi': '06:30–21:00', 'samedi': '07:30–21:00', 'dimanche': '07:30–21:00', 'lundi': '06:30–21:00'}",23740,"4,9",,7,NOK,
Panos Q8 LU Wincrange,"96 Haaptstrooss, 9780 Wëntger, Luxembourg",+352 26 91 40 54,https://www.panos.be/fr/magasin/panos-q8-lu-wincrange-23771,https://www.google.com/search?q=panos-q8-lu-wincrange-Haaptstrooss,"{'mardi': '06:00–22:00', 'mercredi': '06:00–22:00', 'jeudi': '06:00–22:00', 'vendredi': '06:00–22:00', 'samedi': '06:00–22:00', 'dimanche': '06:00–22:00', 'lundi': '06:00–22:00'}",23771,"4,6",,8,NOK,
Panos Q8 Malonne,"Chau. de Charleroi 796, 5020 Namur, Belgique",+32 81 44 57 85,https://www.panos.be/fr/magasin/panos-q8-malonne-23565,https://www.google.com/search?q=panos-q8-malonne-Chauss%E2%88%9A%C2%A9e-De-Charleroi,"{'mardi': '05:00–22:00', 'mercredi': '05:00–22:00', 'jeudi': '05:00–22:00', 'vendredi': '05:00–22:00', 'samedi': '05:00–22:00', 'dimanche': '05:00–22:00', 'lundi': '05:00–22:00'}",23565,"4,0",,78,NOK,
Panos Q8 Marke (Pottelberg),"Pottelberg 130, 8510 Kortrijk, Belgique",+32 56 22 57 71,https://www.panos.be/nl/winkel/panos-q8-marke-%28pottelberg%29-23409,https://www.google.com/search?q=panos-q8-marke-pottelberg-Pottelberg,"{'mardi': '05:00–20:00', 'mercredi': '05:00–20:00', 'jeudi': '05:00–20:00', 'vendredi': '05:00–20:00', 'samedi': '07:00–18:00', 'dimanche': 'Fermé', 'lundi': '05:00–20:00'}",23409,"4,2",,12,OK,
Panos Q8 Mechelen,"Brusselsesteenweg 446, 2800 Mechelen, Belgique",+32 15 41 28 05,https://www.panos.be/nl/winkel/panos-q8-mechelen-23315,https://www.google.com/search?q=Panos+Q8+Mechelen&stick=H4sIAAAAAAAA_-NgU1I1qDAxTzZONTO3TEpONklJtEiyMqgwNTQ2NTQyM0mzNDZJMTA0W8QqGJCYl1-sEGih4JuanJGak5oHANzM7BQ9AAAA&hl=fr&mat=CWJ1L0x4h7jvElcBqiIDwhZqWN79GOf0F8EL6WVIcUZJrt760q6zvVJIw710Mmo1Hg_wHLwpPXz-sOTU11ZKmAc8n8V3Iufjjog6IfidUeOv36uMpC3T5hKmnQfMs1k4M4g&authuser=0,"{'mardi': '00:00–24:00', 'mercredi': '00:00–24:00', 'jeudi': '00:00–24:00', 'vendredi': '00:00–24:00', 'samedi': '00:00–24:00', 'dimanche': '00:00–24:00', 'lundi': '00:00–24:00'}",23315,"3,7",,71,OK,
Panos Q8 Merksem (Deurnsebaan),"Deurnsebaan 73, 2170 Antwerpen, Belgique",+32 3 644 37 88,https://www.panos.be/nl/winkel/panos-q8-merksem-%28deurnsebaan%29-23306,https://www.google.com/search?q=Panos+Q8+Merksem+(Deurnsebaan)&stick=H4sIAAAAAAAA_-NgU1I1qDAxTzZOM09NMk5NtTQySzO1MqgwMjQ1SjJNNkk2sTQwTjW1WMQqF5CYl1-sEGih4JtalF2cmqug4ZJaWpRXnJqUmJinCQAUPNZNSgAAAA&hl=fr&mat=Cdfvqr-PGz3zElYBqiIDwvK2eef5nOvLaNcOygahXpIpxlpdnj7j1jtaCFOucAFnsABwfEE0GR9AuGbfsWqZvmTAs5xePlrd1WcHk0M28eHb92-qt1YVHpaExQkC7_0xKg&authuser=0,"{'mardi': '06:00–22:00', 'mercredi': '06:00–22:00', 'jeudi': '06:00–22:00', 'vendredi': '06:00–22:00', 'samedi': '08:00–18:00', 'dimanche': '08:00–18:00', 'lundi': '06:00–22:00'}",23306,"4,0",,21,OK,
Panos Q8 Merksem(Lambrechthoekenelaan),"Lambrechtshoekenlaan 66/68, 2170 Antwerpen, Belgique",+32 3 645 80 02,https://www.panos.be/nl/winkel/panos-q8-merksem%28lambrechtshoekenl%29-23316,https://www.google.com/search?q=panos-q8-merksem-lambrechtshoekenl-Lambrechthoekenelaan,"{'mardi': '06:00–22:00', 'mercredi': '06:00–22:00', 'jeudi': '06:00–22:00', 'vendredi': '06:00–22:00', 'samedi': '08:00–22:00', 'dimanche': '08:00–22:00', 'lundi': '06:00–22:00'}",23316,"4,2",,91,OK,
Panos Q8 Namur,"Chau. de Dinant 248, 5000 Namur, Belgique",+32 81 26 16 14,http://www.panos.be/,https://www.google.com/search?q=panos-q8-namur-Chauss%E2%88%9A%C2%A9e-De-Dinant,"{'mardi': '05:00–00:00', 'mercredi': '05:00–00:00', 'jeudi': '05:00–00:00', 'vendredi': '05:00–00:00', 'samedi': '05:00–00:00', 'dimanche': '05:00–00:00', 'lundi': '05:00–00:00'}",23141,"4,3",,6,OK,
Panos Q8 Nandrin,"Rte du Condroz 123, 4550 Nandrin, Belgique",+32 85 71 47 01,https://www.panos.be/fr/magasin/panos-nandrin-23428,https://www.google.com/search?q=panos-q8-nandrin-Route-Du-Condroz,"{'mardi': '05:00–00:00', 'mercredi': '05:00–00:00', 'jeudi': '05:00–00:00', 'vendredi': '05:00–00:00', 'samedi': '05:00–00:00', 'dimanche': '05:00–00:00', 'lundi': '05:00–00:00'}",23428,"3,0",,2,NOK,
Panos Q8 Naninne,"Chau. de Marche 868/872, 5100 Namur, Belgique",+32 81 74 51 05,https://www.panos.be/fr/magasin/panos-q8-naninne-23938,https://www.google.com/search?q=panos-q8-naninne-Chauss%E2%88%9A%C2%A9e-De-Marche,"{'mardi': '05:00–22:00', 'mercredi': '05:00–22:00', 'jeudi': '05:00–22:00', 'vendredi': '05:00–22:00', 'samedi': '07:00–22:00', 'dimanche': '08:00–22:00', 'lundi': '05:00–22:00'}",23938,"4,2",,94,NOK,
Panos Q8 Niel,"Matenstraat 193, 2845 Niel, Belgique",+32 3 844 46 19,https://www.panos.be/nl/winkel/panos-q8-niel-23741,https://www.google.com/search?q=panos-q8-niel-Matenstraat,"{'mardi': '06:00–22:00', 'mercredi': '06:00–22:00', 'jeudi': '06:00–22:00', 'vendredi': '06:00–22:00', 'samedi': '08:00–19:00', 'dimanche': '08:00–18:00', 'lundi': '06:00–22:00'}",23741,"3,7",,18,OK,
Panos Q8 Nil-Saint-Vincent,"Chau. de Namur 50, 1457 Walhain, Belgique",+32 10 65 80 02,https://www.panos.be/fr/magasin/panos-q8-nil-saint-vincent-walhain-nil-saint-vincent-23332,https://www.google.com/search?q=panos-q8-nil-saint-vincent-Chauss%E2%88%9A%C2%A9e-de-Namur,"{'mardi': '06:00–22:00', 'mercredi': '06:00–22:00', 'jeudi': '06:00–22:00', 'vendredi': '06:00–22:00', 'samedi': '06:00–22:00', 'dimanche': '07:00–22:00', 'lundi': '06:00–22:00'}",23332,"4,3",,39,NOK,
Panos Q8 Nivelles (Avenue du Centenaire),"Av. du Centenaire 42, 1400 Nivelles, Belgique",+32 67 21 90 99,https://www.panos.be/fr/winkel/panos-q8-nivelles-%28av.-centenaire%29-23327,https://www.google.com/search?q=Panos+Q8+Nivelles+(Avenue+du+Centenaire)&stick=H4sIAAAAAAAA_-NgU1I1qDAxTzYyNkpOMjBMMTJOTDG0MqgwM04zNUi2SDFKMkoySzEzWcSqEZCYl1-sEGih4JdZlpqTk1qsoOFYlppXmqqQUqrgnJpXkpqXmFmUqgkA4A1lulQAAAA&hl=fr&mat=CdvCA5ON8rVfElcBqiIDwqzGgCdLOqmiR1lrNwLzm70ky-sI2DxkkGl75TUmH_QAsnAGwb1FdrxrP8Ha0gWeJv7sfeKYUMRhc1oJA9vtepxZzLdoALkikRdVwsIsBtAPQ2s&authuser=0,"{'mardi': '06:30–22:00', 'mercredi': '06:30–22:00', 'jeudi': '06:30–22:00', 'vendredi': '06:30–22:00', 'samedi': '07:30–22:00', 'dimanche': '07:30–22:00', 'lundi': '06:30–22:00'}",23327,"3,8",,20,NOK,
Panos Q8 Nivelles (Chaussée de Mons),"Chau. de Mons 17, 1400 Nivelles, Belgique",+32 67 84 33 08,https://www.panos.be/fr/magasin/panos-q8-nivelles-%28ch.-de-mons%29-23314,https://www.google.com/search?q=panos-q8-nivelles-ch-de-mons-Chauss%E2%88%9A%C2%A9e-De-Mons,"{'mardi': '06:00–22:00', 'mercredi': '06:00–22:00', 'jeudi': '06:00–22:00', 'vendredi': '06:00–22:00', 'samedi': '07:00–22:00', 'dimanche': '08:00–22:00', 'lundi': '06:00–22:00'}",23314,"3,9",,49,NOK,
Panos Q8 Oostakker,"Antwerpsesteenweg 1114, 9041 Gent, Belgique",+32 9 356 75 82,https://www.panos.be/nl/winkel/panos-gent-23311,https://www.google.com/search?q=panos-q8-oostakker-Antwerpsesteenweg,"{'mardi': '05:00–19:00', 'mercredi': '05:00–19:00', 'jeudi': '05:00–19:00', 'vendredi': '05:00–19:00', 'samedi': '08:00–17:00', 'dimanche': 'Fermé', 'lundi': '05:00–19:00'}",23311,"4,2",,114,OK,
Panos Q8 Oostende,"Verenigde-Natieslaan 43, 8400 Oostende, Belgique",+32 59 70 65 89,,https://www.google.com/search?q=panos-q8-oostende-Verenigde-Natielaan,"{'mardi': '06:00–20:00', 'mercredi': '06:00–20:00', 'jeudi': '06:00–20:00', 'vendredi': '06:00–20:00', 'samedi': '06:00–20:00', 'dimanche': '07:30–20:00', 'lundi': '06:00–20:00'}",23322,"3,9",,17,OK,
Panos Q8 Oudenaarde,"Graaf van Landaststraat 160, 9700 Oudenaarde, Belgique",+32 55 30 25 90,https://www.panos.be/nl/winkel/panos-q8-oudenaarde-23313,https://www.google.com/search?q=Panos+Q8+Oudenaarde&stick=H4sIAAAAAAAA_-NgU1I1qDAxTzY2NDIwN7EwSrIwMTK1MqhIsTCySDM2NjVPMkhNTjExXcQqHJCYl1-sEGih4F-akpqXmFiUkgoAqNt9AD8AAAA&hl=fr&mat=CX63du9zn07dElcBqiIDws5hkvA1M4SmpaJ5Bqu0I8WWpxX4Uzgh1M-lnKKWKfd2VyF_C7r3PJO1H6Fw8v6nTw4bxBSAzAVKIFOhNMhOd7w0Z1Ak72u0AcQB7PQ3Hrg_-JY&authuser=0,"{'mardi': '05:00–19:00', 'mercredi': '05:00–19:00', 'jeudi': '05:00–19:00', 'vendredi': '05:00–19:00', 'samedi': '07:00–17:00', 'dimanche': '10:00–17:00', 'lundi': '05:00–19:00'}",23313,"4,2",,52,OK,
Panos Q8 Ouffet,"Rue Sauvenière 57, 4590 Ouffet, Belgique",+32 86 36 69 15,https://www.panos.be/fr/magasin/panos-q8-ouffet-23523,https://www.google.com/search?q=panos-q8-ouffet-Rue-Sauveniere,"{'mardi': '06:00–20:00', 'mercredi': '06:00–20:00', 'jeudi': '06:00–20:00', 'vendredi': '06:00–22:00', 'samedi': '06:00–22:00', 'dimanche': '07:00–22:00', 'lundi': '06:00–20:00'}",23523,"4,2",,19,NOK,
Panos Q8 Overijse,"MALEIZEN BE, STEENWEG OP TERHULPEN 411, 3090 Overijse, Belgique",+32 477 99 07 00,,https://www.google.com/search?q=panos-q8-overijse-Terhulpensesteenweg,"{'mardi': '06:00–00:00', 'mercredi': '06:00–00:00', 'jeudi': '06:00–00:00', 'vendredi': '06:00–00:00', 'samedi': '06:00–00:00', 'dimanche': '06:00–00:00', 'lundi': '06:00–00:00'}",23515,"3,7",,16,NOK,
Panos Q8 Pont-A-Celles,"Rue du Pont 6, 6230 Pont-à-Celles, Belgique",+32 71 84 67 98,https://www.panos.be/fr/winkel/panos-q8-pont-a-celles-pont-%C3%A0-celles-23532,https://www.google.com/search?q=panos-q8-pont-a-celles-Rue-du-Pont,"{'mardi': '06:00–22:00', 'mercredi': '06:00–22:00', 'jeudi': '06:00–22:00', 'vendredi': '06:00–22:00', 'samedi': '06:00–22:00', 'dimanche': '06:00–22:00', 'lundi': '06:00–22:00'}",23532,"4,0",,26,NOK,
Panos Q8 Putte,"Mechelbaan 272, 2580 Putte, Belgique",+32 15 42 11 15,https://www.panos.be/nl/winkel/panos-putte-23137,https://www.google.com/search?q=panos-q8-putte-Mechelbaan,"{'mardi': '05:00–23:00', 'mercredi': '05:00–23:00', 'jeudi': '05:00–23:00', 'vendredi': '05:00–23:00', 'samedi': '05:00–23:00', 'dimanche': '05:00–23:00', 'lundi': '05:00–23:00'}",23137,"3,2",,11,OK,
Panos Q8 Retinne,"Rue Arsène Falla 104, 4621 Fléron, Belgique",+32 4 340 44 71,https://www.panos.be/fr/magasin/panos-q8-retinne-23983,https://www.google.com/search?q=panos-q8-retinne-Rue-Ars%E2%88%9A%C2%AEne-Falla,"{'mardi': '06:00–22:00', 'mercredi': '06:00–22:00', 'jeudi': '06:00–22:00', 'vendredi': '06:00–22:00', 'samedi': '06:00–22:00', 'dimanche': '06:00–22:00', 'lundi': '06:00–22:00'}",23983,"5,0",,1,NOK,
Panos Q8 Rixensart,"Av. John Fitzgerald Kennedy 1, 1330 Rixensart, Belgique",+32 2 652 23 09,https://www.panos.be/fr/magasin/panos-q8-rixensart-23323,https://www.google.com/search?q=panos-q8-rixensart-Avenue-J-F-Kennedy,"{'mardi': '06:30–22:00', 'mercredi': '06:30–22:00', 'jeudi': '06:30–22:00', 'vendredi': '06:30–22:00', 'samedi': '06:30–22:00', 'dimanche': '07:30–22:00', 'lundi': '06:30–22:00'}",23323,"4,0",,41,NOK,
Panos Q8 Ronse,"Rue du Soleil 6, 9600 Renaix, Belgique",+32 55 20 91 41,https://www.panos.be/nl/winkel/panos-q8-ronse-23996,https://www.google.com/search?q=panos-q8-ronse-Zonnestraat,"{'mardi': '06:00–22:00', 'mercredi': '06:00–22:00', 'jeudi': '06:00–22:00', 'vendredi': '06:00–22:00', 'samedi': '06:00–22:00', 'dimanche': '06:00–22:00', 'lundi': '06:00–22:00'}",23996,"4,6",,16,NOK,
Panos Q8 Ruisbroek,"Paul Gilsonlaan 18, 1601 Sint-Pieters-Leeuw, Belgique",+32 2 331 18 41,https://www.panos.be/nl/winkel/panos-q8-ruisbroek-23326,https://www.google.com/search?q=panos-q8-ruisbroek-Paul-Gilsonlaan,"{'mardi': '00:00–24:00', 'mercredi': '00:00–24:00', 'jeudi': '00:00–24:00', 'vendredi': '00:00–24:00', 'samedi': '00:00–24:00', 'dimanche': '00:00–24:00', 'lundi': '00:00–24:00'}",23326,"4,2",,75,OK,
Panos Q8 Saint-Georges,"Chau. Verte 108, 4470 Saint-Georges-sur-Meuse, Belgique",+32 4 259 59 85,,https://www.google.com/search?q=panos-q8-saint-georges-Chauss%E2%88%9A%C2%A9e-Verte,"{'mardi': '06:00–23:00', 'mercredi': '06:00–23:00', 'jeudi': '06:00–23:00', 'vendredi': '06:00–23:00', 'samedi': '06:00–23:00', 'dimanche': '06:00–23:00', 'lundi': '06:00–23:00'}",23425,"4,2",,6,NOK,
Panos Q8 Schilde,"Turnhoutsebaan 94, 2970 Schilde, Belgique",+32 3 354 26 90,https://www.panos.be/nl/magasin/q8-panos-schilde-23578,https://www.google.com/search?q=q8-panos-schilde-Turnhoutsebaan,"{'mardi': '05:00–22:00', 'mercredi': '05:00–22:00', 'jeudi': '05:00–22:00', 'vendredi': '05:00–22:00', 'samedi': '08:00–20:00', 'dimanche': '08:00–20:00', 'lundi': '05:00–22:00'}",23578,"3,0",,4,OK,
Panos Q8 Schoten,"Villerslei 105, 2900 Schoten, Belgique",+32 3 685 33 79,https://www.panos.be/nl/winkel/panos-q8-schoten-23441,https://www.google.com/search?q=panos-q8-schoten-Villerslei,"{'mardi': '06:00–22:00', 'mercredi': '06:00–22:00', 'jeudi': '06:00–22:00', 'vendredi': '06:00–22:00', 'samedi': '08:00–22:00', 'dimanche': '08:00–22:00', 'lundi': '06:00–22:00'}",23441,"4,3",,47,OK,
Panos Q8 Seraing,"Rue Cockerill 14/18, 4100 Seraing, Belgique",+32 4 385 06 06,https://www.panos.be/fr/winkel/panos-q8-seraing-23424,https://www.google.com/search?q=panos-q8-seraing-Rue-Cockerill,"{'mardi': '05:00–22:00', 'mercredi': '05:00–22:00', 'jeudi': '05:00–22:00', 'vendredi': '05:00–22:00', 'samedi': '05:00–22:00', 'dimanche': '07:00–22:00', 'lundi': '05:00–22:00'}",23424,"3,5",,16,NOK,
Panos Q8 Sint-Denijs-Westrem,"Kortrijksesteenweg 1034, 9051 Gent, Belgique",+32 9 222 28 17,https://www.panos.be/nl/winkel/panos-q8-sint-denijs-westrem-23353,https://www.google.com/search?q=panos-q8-sint-denijs-westrem-Kortrijksesteenweg,"{'mardi': '05:00–20:00', 'mercredi': '05:00–20:00', 'jeudi': '05:00–20:00', 'vendredi': '05:00–20:00', 'samedi': '06:00–20:00', 'dimanche': '06:00–20:00', 'lundi': '05:00–20:00'}",23353,"4,3",,135,OK,
Panos Q8 Sint-Martens-Latem,"Kortrijksesteenweg 132, 9830 Sint-Martens-Latem, Belgique",+32 9 385 38 41,https://www.panos.be/nl/winkel/panos-q8-sint-martens-latem-23459,https://www.google.com/search?q=panos-q8-sint-martens-latem-Kortrijksesteenweg,"{'mardi': '05:00–22:00', 'mercredi': '05:00–22:00', 'jeudi': '05:00–22:00', 'vendredi': '05:00–22:00', 'samedi': '06:00–22:00', 'dimanche': '06:00–22:00', 'lundi': '05:00–22:00'}",23459,"3,8",,22,OK,
Panos Q8 Sint-Niklaas,"Heidebaan 140, 9100 Sint-Niklaas, Belgique",+32 3 776 25 02,https://www.panos.be/nl/winkel/panos-q8-st-niklaas-sint-niklaas-23735,https://www.google.com/search?q=panos-q8-st-niklaas--Heidebaan,"{'mardi': '05:30–22:00', 'mercredi': '05:30–22:00', 'jeudi': '05:30–22:00', 'vendredi': '05:30–22:00', 'samedi': '07:00–21:00', 'dimanche': '08:00–20:00', 'lundi': '05:30–22:00'}",23735,"3,8",,72,OK,
Panos Q8 Soignies,"Bd Roosevelt 1, 7060 Soignies, Belgique",+32 67 33 56 93,https://www.panos.be/fr/magasin/panos-q8-soignies-23304,https://www.google.com/search?q=panos-q8-soignies-Boulevard-Roosevelt,"{'mardi': '06:00–20:00', 'mercredi': '06:00–20:00', 'jeudi': '06:00–20:00', 'vendredi': '06:00–20:00', 'samedi': '06:00–20:00', 'dimanche': '06:00–20:00', 'lundi': '06:00–20:00'}",23304,"3,9",,31,NOK,
Panos Q8 Soumagne,"Av. de la Résistance 553, 4630 Soumagne, Belgique",+32 4 377 62 30,https://www.panos.be/fr/magasin/panos-soumagne-23987,https://www.google.com/search?q=panos-soumagne-Avenue-de-la-R%E2%88%9A%C2%A9sistance,"{'mardi': '06:00–22:00', 'mercredi': '06:00–22:00', 'jeudi': '06:00–22:00', 'vendredi': '06:00–22:00', 'samedi': '06:00–22:00', 'dimanche': '06:00–22:00', 'lundi': '06:00–22:00'}",23987,,,,NOK,
Panos Q8 Spa,"Av. Reine Astrid 127, 4900 Spa, Belgique",+32 87 77 03 09,https://www.panos.be/fr/magasin/panos-q8-spa-23576,https://www.google.com/search?q=panos-q8-spa-Avenue-Reine-Astrid,"{'mardi': '05:00–22:00', 'mercredi': '05:00–22:00', 'jeudi': '05:00–22:00', 'vendredi': '05:00–22:00', 'samedi': '06:30–22:00', 'dimanche': '06:30–22:00', 'lundi': '05:00–22:00'}",23576,"4,8",,4,NOK,
Panos Q8 Tervuren,"Leuvensesteenweg 75, 3080 Tervuren, Belgique",+32 2 768 18 54,https://www.panos.be/nl/winkel/panos-q8-tervuren-23328,https://www.google.com/search?q=panos-q8-tervuren-Leuvensesteenweg,"{'mardi': '06:00–00:00', 'mercredi': '06:00–00:00', 'jeudi': '06:00–00:00', 'vendredi': '06:00–00:00', 'samedi': '06:00–00:00', 'dimanche': '06:00–00:00', 'lundi': '06:00–00:00'}",23328,"3,7",,29,OK,
Panos Q8 Tubize,"Rue de Mons 126 BIS, 1480 Tubize, Belgique",+32 2 355 69 95,https://www.panos.be/fr/magasin/panos-q8-tubize-23438,https://www.google.com/search?q=panos-q8-tubize-Rue-de-Mons,"{'mardi': '05:00–21:00', 'mercredi': '05:00–21:00', 'jeudi': '05:00–21:00', 'vendredi': '05:00–21:00', 'samedi': '05:00–21:00', 'dimanche': '05:00–21:00', 'lundi': '05:00–21:00'}",23438,"4,3",,63,NOK,
Panos Q8 Turnhout,"Steenweg op Mol 118, 2300 Turnhout, Belgique",+32 85 25 87 22,https://www.panos.be/nl/winkel/panos-q8-turnhout-23731,https://www.google.com/search?q=panos-q8-turnhout-Steenweg-Op-Mol,"{'mardi': '00:00–24:00', 'mercredi': '00:00–24:00', 'jeudi': '00:00–24:00', 'vendredi': '00:00–24:00', 'samedi': '00:00–24:00', 'dimanche': '00:00–24:00', 'lundi': '00:00–24:00'}",23731,"3,9",,52,OK,
Panos Q8 Ukkel,"Chau. de Waterloo 1389A, 1180 Uccle, Belgique",+32 2 375 59 20,https://www.panos.be/nl/winkel/panos-q8-ukkel-uccle-23407,https://www.google.com/search?q=Panos+Q8+Ukkel&stick=H4sIAAAAAAAA_-NgU1I1qDAxTzZONjVONTY1NzZPMjK3MqgwM7W0NEkxMzVLMzKzSE1NXsTKF5CYl1-sEGihEJqdnZoDAITgcqE6AAAA&hl=fr&mat=CeYzp3BurIZ5ElcBqiIDwqONLqtpfqCoUGDmXfM67bVdwkSmVmiaHEOOXCsIQU4t0RlssDIUoc5XEPJ3s6TWSLTzW-Y7hQSEg6jYyr4b0rXcf7j2-89uwAI-0zNio-2DHpg&authuser=0,{},23407,,,,NOK,
Panos Q8 Visé,"Rue de Berneau 83, 4600 Visé, Belgique",+32 4 379 69 03,https://www.panos.be/fr/magasin/panos-q8-vis%C3%A9-23531,https://www.google.com/search?q=panos-q8-vise-Rue-de-Berneau,"{'mardi': '06:00–22:00', 'mercredi': '06:00–22:00', 'jeudi': '06:00–22:00', 'vendredi': '06:00–22:00', 'samedi': '07:00–22:00', 'dimanche': '07:00–22:00', 'lundi': '06:00–22:00'}",23531,"3,4",,10,NOK,
Panos Q8 Vorst,"Rue Saint-Denis 279, 1190 Forest, Belgique",+32 2 344 95 56,https://www.panos.be/nl/winkel/panos-q8-vorst-23310,https://www.google.com/search?q=panos-q8-vorst-Rue-Saint-denis,"{'mardi': '06:00–20:00', 'mercredi': '06:00–20:00', 'jeudi': '06:00–20:00', 'vendredi': '06:00–20:00', 'samedi': '08:00–18:00', 'dimanche': '09:00–17:00', 'lundi': '06:00–20:00'}",23310,"4,1",,58,NOK,
Panos Q8 Waremme (Chaussée Romaine),"Chau. Romaine 210, 4300 Waremme, Belgique",+32 19 32 41 85,https://www.panos.be/fr/magasin/panos-q8-waremme-%28chauss%C3%A9e-romaine%29-23469,https://www.google.com/search?q=panos-q8-waremme-chaussee-romaine-Chauss%E2%88%9A%C2%A9e-Romaine,"{'mardi': '06:00–20:00', 'mercredi': '06:00–20:00', 'jeudi': '06:00–20:00', 'vendredi': '06:00–20:00', 'samedi': '07:00–20:00', 'dimanche': '09:00–18:00', 'lundi': '06:00–20:00'}",23469,"4,0",,4,NOK,
Panos Q8 Waremme (Rue de Huy),"Rue de Huy 157, 4300 Waremme, Belgique",+32 19 33 17 79,,https://www.google.com/search?q=panos-q8-waremme-Rue-De-Huy,"{'mardi': '06:00–22:00', 'mercredi': '06:00–22:00', 'jeudi': '06:00–22:00', 'vendredi': '06:00–22:00', 'samedi': '06:00–22:00', 'dimanche': '06:00–22:00', 'lundi': '06:00–22:00'}",23426,"3,2",,6,NOK,
Panos Q8 Waterloo,"Chau. de Bruxelles 305, 1410 Waterloo, Belgique",+32 2 354 31 11,https://www.panos.be/fr/magasin/panos-q8-waterloo-23320,https://www.google.com/search?q=panos-q8-waterloo-Chauss%E2%88%9A%C2%A9e-De-Bruxelles,"{'mardi': '06:00–22:00', 'mercredi': '06:00–22:00', 'jeudi': '06:00–22:00', 'vendredi': '06:00–22:00', 'samedi': '07:00–22:00', 'dimanche': '07:00–22:00', 'lundi': '06:00–22:00'}",23320,"4,0",,27,NOK,
Panos Q8 Wellin,"Rue de Dinant 36A, 6922 Wellin, Belgique",+32 84 38 84 04,https://www.panos.be/fr/magasin/panos-q8-wellin-23776,https://www.google.com/search?q=panos-q8-wellin-Rue-De-Dinant,"{'mardi': '00:00–24:00', 'mercredi': '00:00–24:00', 'jeudi': '00:00–24:00', 'vendredi': '00:00–24:00', 'samedi': '00:00–24:00', 'dimanche': '00:00–24:00', 'lundi': '00:00–24:00'}",23776,"4,6",,8,NOK,
Panos Q8 Wemmel,"Chaussée de Bruxelles 368, 1781 Wemmel, Belgique",+32 2 461 35 46,https://www.panos.be/nl/winkel/panos-q8-wemmel-23412,https://www.google.com/search?q=panos-q8-wemmel-Steenweg-Op-Brussel,"{'mardi': '05:00–20:00', 'mercredi': '05:00–20:00', 'jeudi': '05:00–20:00', 'vendredi': '05:00–20:00', 'samedi': '08:00–19:00', 'dimanche': '09:00–18:00', 'lundi': '05:00–20:00'}",23412,"3,6",,31,NOK,
Panos Q8 Wilrijk (A12),"Boomsesteenweg 810, 2610 Antwerpen, Belgique",+32 3 825 85 19,https://www.panos.be/nl/winkel/panos-q8-wilrijk-%28a12%29-antwerpen-23307,https://www.google.com/search?q=panos-q8-wilrijk-a12-Boomsesteenweg,"{'mardi': '05:00–21:00', 'mercredi': '05:00–21:00', 'jeudi': '05:00–21:00', 'vendredi': '05:00–21:00', 'samedi': '08:00–20:00', 'dimanche': '08:00–14:00', 'lundi': '05:00–21:00'}",23307,"3,7",,60,OK,
Panos Q8 Wilrijk (Groenenborgerlaan),"Groenenborgerlaan 24, 2610 Antwerpen, Belgique",+32 3 827 73 40,https://www.panos.be/nl/winkel/panos-q8-wilrijk-%28groenenborgerl.%29-antwerpen-23359,https://www.google.com/search?q=panos-q8-wilrijk-groenenborgerl-Groenenborgerlaan,"{'mardi': '00:00–24:00', 'mercredi': '00:00–24:00', 'jeudi': '00:00–24:00', 'vendredi': '00:00–24:00', 'samedi': '00:00–24:00', 'dimanche': '00:00–24:00', 'lundi': '00:00–24:00'}",23359,"3,6",,140,OK,
